Gender,Age,Class,Section,Math_Score,Science_Score,English_Score,Attendance_Percentage,Study_Hours_per_Week,Internet_Access,Parental_Education,Family_Income,Extracurricular_Participation,Health_Issues,Assignment_Submission_Rate,Result,Exam_Year,Exam_Month,Exam_date,Exam_DayofWeek,Family_Income_log
unknown,16.0,12,C,88.0,23.0,5.0,72.47,25.0,yes,not_reported,185000.0,no,not_reported,0.4,fail,2023.0,November,7.0,Tuesday,12.128116509451258
unknown,17.0,10,B,79.0,44.0,72.0,70.54,20.0,no,post_graduate,130000.0,sometimes,diabetes,0.33,pass,2018.0,May,12.0,Saturday,11.775297421715827
female,17.0,11,B,91.0,20.0,58.0,83.05,30.0,no,not_reported,90000.0,no,depression,0.2,pass,2019.0,September,17.0,Tuesday,11.407576060361786
female,17.0,11,A,100.0,31.0,8.0,80.16,20.0,no,not_reported,150000.0,sometimes,not_reported,0.46,fail,2019.0,July,30.0,Tuesday,11.918397239722838
male,16.0,12,C,74.0,33.0,69.0,54.12,35.0,yes,graduate,125000.0,yes,asthma,0.81,fail,2022.0,December,8.0,Thursday,11.736077016252437
male,17.0,11,B,84.0,22.0,1.0,89.25,20.0,no,graduate,90000.0,yes,anxiety,0.73,pass,2023.0,May,14.0,Sunday,11.407576060361786
male,17.0,12,C,92.0,73.0,2.0,89.62,20.0,yes,post_graduate,90000.0,sometimes,depression,0.75,pass,2025.0,April,10.0,Thursday,11.407576060361786
female,17.0,11,B,24.0,94.0,42.0,50.6,40.0,yes,post_graduate,50000.0,sometimes,depression,0.73,fail,2021.0,September,30.0,Thursday,10.819798284210286
female,16.0,12,B,50.0,57.0,66.0,61.15,28.0,yes,high_school,190000.0,yes,not_reported,0.72,pass,2024.0,June,18.0,Thursday,12.154784614286667
male,16.0,11,A,64.0,83.0,77.0,50.57,31.0,yes,not_reported,110000.0,sometimes,diabetes,0.3,pass,2019.0,May,4.0,Saturday,11.608244735642321
female,17.0,10,B,79.0,97.0,50.0,70.32,38.0,no,high_school,195000.0,no,diabetes,0.59,pass,2021.0,August,29.0,Sunday,12.180759965737863
unknown,16.0,12,A,37.0,15.0,55.0,51.77,20.0,no,post_graduate,20000.0,sometimes,anxiety,0.33,fail,2025.0,September,27.0,Saturday,9.90353755128617
unknown,17.0,11,B,16.0,61.0,71.0,73.86,17.0,yes,not_reported,120000.0,sometimes,asthma,0.88,fail,2024.0,September,16.0,Monday,11.695255355062795
unknown,16.0,12,C,50.0,41.0,33.0,71.46,6.0,yes,post_graduate,90000.0,sometimes,asthma,0.07,pass,2018.0,August,19.0,Sunday,11.407576060361786
male,16.0,12,D,66.0,45.0,100.0,49.05,6.0,yes,high_school,140000.0,sometimes,asthma,0.44,fail,2020.0,July,20.0,Monday,11.849404844423074
female,16.0,12,B,59.0,2.0,91.0,85.34,16.0,yes,graduate,110000.0,yes,not_reported,0.57,fail,2023.0,March,27.0,Monday,11.608244735642321
male,17.0,11,D,62.0,32.0,36.0,55.72,18.0,yes,not_reported,145000.0,sometimes,depression,0.21,fail,2021.0,June,2.0,Wednesday,11.884495917930655
unknown,16.0,12,C,64.0,55.0,49.0,48.89,39.0,no,post_graduate,160000.0,sometimes,not_reported,0.56,pass,2020.0,January,25.0,Saturday,11.982935344196433
male,18.0,12,A,84.0,89.0,81.0,64.54,28.0,no,post_graduate,95000.0,sometimes,anxiety,0.86,fail,2018.0,April,6.0,Friday,11.461642696843066
male,17.0,10,A,90.0,13.0,73.0,44.72,17.0,yes,graduate,150000.0,sometimes,asthma,0.37,pass,2019.0,September,28.0,Saturday,11.918397239722838
female,16.0,12,A,43.0,21.0,58.0,76.88,36.0,yes,graduate,160000.0,yes,diabetes,0.94,pass,2018.0,December,26.0,Wednesday,11.982935344196433
unknown,17.0,11,A,73.0,27.0,67.0,61.91,5.0,no,high_school,80000.0,sometimes,not_reported,0.58,fail,2020.0,July,6.0,Monday,11.289794413577894
male,17.0,11,A,7.0,12.0,87.0,78.83,7.0,yes,high_school,80000.0,yes,not_reported,0.83,fail,2020.0,February,4.0,Tuesday,11.289794413577894
male,17.0,11,D,1.0,0.0,86.0,73.33,8.0,yes,not_reported,45000.0,no,not_reported,0.29,fail,2020.0,September,4.0,Friday,10.714439990727769
female,17.0,11,B,18.0,89.0,81.0,89.56,17.0,no,graduate,195000.0,sometimes,diabetes,0.62,pass,2025.0,August,5.0,Tuesday,12.180759965737863
female,17.0,11,B,42.0,11.0,57.0,69.23,33.0,no,graduate,95000.0,no,not_reported,0.21,pass,2024.0,November,19.0,Tuesday,11.461642696843066
male,17.0,10,A,16.0,73.0,75.0,81.45,1.0,no,post_graduate,145000.0,sometimes,not_reported,0.03,fail,2021.0,September,29.0,Wednesday,11.884495917930655
female,16.0,12,D,88.0,0.0,74.0,91.91,39.0,no,not_reported,125000.0,no,not_reported,0.74,fail,2019.0,August,20.0,Tuesday,11.736077016252437
male,15.0,11,A,49.0,86.0,94.0,51.19,20.0,yes,not_reported,120000.0,yes,diabetes,0.97,fail,2025.0,March,17.0,Monday,11.695255355062795
female,15.0,11,B,7.0,6.0,42.0,45.09,23.0,yes,not_reported,95000.0,yes,diabetes,0.5,fail,2018.0,September,15.0,Saturday,11.461642696843066
female,17.0,11,C,59.0,5.0,66.0,61.96,20.0,yes,graduate,80000.0,sometimes,not_reported,0.02,pass,2018.0,November,20.0,Tuesday,11.289794413577894
female,16.0,12,B,22.0,52.0,8.0,44.09,40.0,no,post_graduate,165000.0,sometimes,anxiety,0.35,fail,2024.0,January,29.0,Monday,12.013706813470414
male,17.0,11,B,48.0,37.0,92.0,93.49,20.0,no,graduate,40000.0,yes,asthma,0.83,pass,2018.0,October,14.0,Sunday,10.596659732783579
female,17.0,11,B,22.0,70.0,35.0,42.02,38.0,no,graduate,90000.0,sometimes,not_reported,0.38,fail,2021.0,March,12.0,Friday,11.407576060361786
unknown,17.0,11,A,0.0,26.0,1.0,73.95,20.0,no,not_reported,100000.0,sometimes,not_reported,0.92,fail,2020.0,August,19.0,Wednesday,11.51293546492023
unknown,17.0,11,B,50.0,88.0,36.0,75.09,20.0,no,not_reported,45000.0,sometimes,anxiety,0.95,fail,2018.0,January,15.0,Monday,10.714439990727769
female,16.0,12,D,62.0,27.0,41.0,97.23,20.0,no,post_graduate,85000.0,sometimes,not_reported,0.13,fail,2025.0,August,25.0,Monday,11.350418300109132
female,17.0,11,A,14.0,63.0,72.0,82.45,36.0,yes,graduate,90000.0,yes,anxiety,0.37,fail,2024.0,May,8.0,Wednesday,11.407576060361786
male,16.0,12,B,4.0,67.0,25.0,98.4,40.0,no,not_reported,155000.0,sometimes,depression,0.49,fail,2022.0,September,11.0,Sunday,11.951186847493476
female,17.0,11,D,16.0,42.0,8.0,64.79,2.0,no,not_reported,145000.0,yes,depression,0.35,fail,2020.0,May,14.0,Thursday,11.884495917930655
female,17.0,10,B,93.0,45.0,58.0,81.07,23.0,no,not_reported,25000.0,yes,not_reported,0.16,pass,2023.0,September,13.0,Wednesday,10.12667110305036
male,17.0,11,D,83.0,91.0,95.0,60.29,36.0,yes,post_graduate,145000.0,no,asthma,0.41,fail,2018.0,October,20.0,Saturday,11.884495917930655
male,16.0,12,A,15.0,2.0,22.0,55.13,23.0,yes,post_graduate,185000.0,yes,not_reported,0.9,pass,2021.0,July,25.0,Sunday,12.128116509451258
male,15.0,11,B,12.0,14.0,53.0,78.0,20.0,no,high_school,70000.0,sometimes,diabetes,0.37,fail,2021.0,January,15.0,Friday,11.156264806643742
unknown,16.0,12,D,92.0,2.0,73.0,77.45,8.0,no,post_graduate,185000.0,sometimes,not_reported,0.49,pass,2023.0,May,13.0,Saturday,12.128116509451258
unknown,15.0,12,B,39.0,30.0,44.0,68.54,6.0,no,graduate,100000.0,yes,not_reported,0.79,fail,2024.0,May,13.0,Monday,11.51293546492023
male,16.0,12,D,50.0,40.0,21.0,61.68,18.0,yes,high_school,9999999.0,sometimes,diabetes,0.86,pass,2023.0,January,12.0,Thursday,16.11809565095832
unknown,15.0,10,A,81.0,86.0,5.0,82.23,20.0,yes,post_graduate,15000.0,no,not_reported,0.32,pass,2025.0,January,21.0,Tuesday,9.61587214452889
unknown,17.0,10,A,74.0,68.0,14.0,60.22,15.0,no,not_reported,95000.0,sometimes,depression,0.32,pass,2024.0,August,20.0,Tuesday,11.461642696843066
female,15.0,11,A,8.0,69.0,8.0,86.75,40.0,yes,post_graduate,190000.0,sometimes,diabetes,0.49,fail,2020.0,February,2.0,Sunday,12.154784614286667
male,17.0,11,B,90.0,12.0,76.0,45.49,38.0,yes,not_reported,110000.0,sometimes,not_reported,0.28,pass,2025.0,April,10.0,Thursday,11.608244735642321
unknown,17.0,11,A,87.0,64.0,44.0,88.1,24.0,no,post_graduate,130000.0,sometimes,asthma,0.64,fail,2023.0,August,10.0,Thursday,11.775297421715827
female,16.0,12,B,2.0,37.0,44.0,84.52,20.0,yes,graduate,100000.0,sometimes,diabetes,0.53,pass,2022.0,February,20.0,Sunday,11.51293546492023
unknown,17.0,11,C,53.0,79.0,31.0,70.19,24.0,no,not_reported,170000.0,yes,not_reported,0.97,pass,2018.0,August,1.0,Wednesday,12.04355959836804
male,17.0,11,A,97.0,24.0,0.0,42.53,32.0,yes,post_graduate,100000.0,yes,not_reported,0.05,fail,2021.0,December,29.0,Wednesday,11.51293546492023
female,18.0,11,A,95.0,28.0,40.0,76.82,23.0,no,not_reported,165000.0,sometimes,diabetes,0.94,pass,2021.0,January,22.0,Friday,12.013706813470414
unknown,16.0,12,B,74.0,50.0,52.0,48.1,4.0,yes,high_school,155000.0,no,not_reported,0.81,fail,2024.0,August,30.0,Friday,11.951186847493476
male,17.0,10,A,16.0,0.0,8.0,65.92,29.0,yes,graduate,100000.0,sometimes,anxiety,0.31,fail,2023.0,July,3.0,Monday,11.51293546492023
female,17.0,10,D,74.0,8.0,63.0,91.87,39.0,no,not_reported,110000.0,sometimes,anxiety,0.97,fail,2022.0,January,28.0,Friday,11.608244735642321
female,17.0,10,A,64.0,74.0,90.0,83.73,4.0,no,post_graduate,95000.0,sometimes,not_reported,0.39,fail,2024.0,June,18.0,Thursday,11.461642696843066
male,16.0,12,D,42.0,91.0,39.0,55.77,28.0,no,not_reported,170000.0,sometimes,not_reported,0.82,fail,2023.0,September,22.0,Friday,12.04355959836804
unknown,17.0,11,C,10.0,40.0,47.0,84.92,24.0,no,post_graduate,80000.0,sometimes,not_reported,0.68,fail,2022.0,May,24.0,Tuesday,11.289794413577894
female,16.0,12,D,63.0,50.0,76.0,67.7,9.0,no,not_reported,50000.0,sometimes,depression,0.66,fail,2025.0,March,21.0,Friday,10.819798284210286
female,17.0,11,D,44.0,16.0,81.0,99.09,4.0,yes,graduate,175000.0,sometimes,not_reported,0.14,fail,2018.0,June,30.0,Saturday,12.07254696717504
male,16.0,12,B,17.0,47.0,98.0,99.76,20.0,no,not_reported,90000.0,sometimes,anxiety,0.05,pass,2018.0,May,10.0,Thursday,11.407576060361786
unknown,16.0,12,B,53.0,98.0,72.0,81.01,24.0,yes,not_reported,95000.0,sometimes,not_reported,0.28,pass,2024.0,December,6.0,Friday,11.461642696843066
unknown,17.0,11,A,25.0,4.0,38.0,67.69,13.0,no,graduate,25000.0,yes,anxiety,0.22,pass,2020.0,March,18.0,Wednesday,10.12667110305036
unknown,16.0,12,B,49.0,52.0,34.0,76.87,20.0,no,graduate,85000.0,sometimes,not_reported,0.52,fail,2019.0,January,21.0,Monday,11.350418300109132
male,18.0,10,B,4.0,81.0,82.0,42.82,23.0,no,post_graduate,35000.0,yes,not_reported,0.65,fail,2023.0,April,22.0,Saturday,10.463131911491967
male,15.0,11,C,57.0,43.0,50.0,43.49,20.0,yes,not_reported,50000.0,sometimes,anxiety,0.75,fail,2023.0,October,11.0,Wednesday,10.819798284210286
male,17.0,11,B,26.0,91.0,73.0,66.42,40.0,yes,post_graduate,105000.0,sometimes,not_reported,0.28,fail,2020.0,June,28.0,Sunday,11.561725152903833
unknown,17.0,11,A,57.0,58.0,33.0,41.72,25.0,yes,high_school,135000.0,sometimes,asthma,0.95,fail,2025.0,August,2.0,Saturday,11.813037464800539
male,15.0,11,B,3.0,27.0,66.0,49.31,23.0,no,graduate,110000.0,no,diabetes,0.64,fail,2018.0,July,15.0,Sunday,11.608244735642321
female,17.0,11,B,52.0,48.0,48.0,58.68,20.0,no,post_graduate,55000.0,sometimes,not_reported,0.35,pass,2022.0,February,11.0,Friday,10.915106645867503
unknown,16.0,12,B,67.0,35.0,7.0,65.7,5.0,no,post_graduate,145000.0,sometimes,anxiety,0.31,fail,2019.0,June,27.0,Thursday,11.884495917930655
unknown,18.0,11,A,42.0,41.0,79.0,95.18,1.0,no,post_graduate,10000.0,sometimes,anxiety,0.61,pass,2022.0,March,17.0,Thursday,9.210440366976517
male,18.0,12,B,66.0,69.0,82.0,73.96,25.0,no,high_school,155000.0,sometimes,anxiety,0.0,fail,2023.0,November,7.0,Tuesday,11.951186847493476
male,16.0,10,A,54.0,17.0,44.0,64.67,13.0,yes,post_graduate,20000.0,sometimes,anxiety,0.28,pass,2018.0,December,19.0,Wednesday,9.90353755128617
female,17.0,11,B,43.0,51.0,77.0,86.54,39.0,yes,post_graduate,155000.0,no,not_reported,0.55,pass,2023.0,July,24.0,Monday,11.951186847493476
female,17.0,11,C,57.0,89.0,6.0,57.96,20.0,no,high_school,60000.0,sometimes,not_reported,0.09,fail,2022.0,December,18.0,Sunday,11.002116507732017
unknown,17.0,11,B,57.0,15.0,66.0,70.96,4.0,yes,graduate,115000.0,no,asthma,0.56,pass,2018.0,March,12.0,Monday,11.652696102959753
female,17.0,11,A,64.0,67.0,89.0,45.09,24.0,yes,not_reported,120000.0,sometimes,not_reported,0.97,fail,2022.0,January,7.0,Friday,11.695255355062795
female,16.0,12,B,8.0,60.0,30.0,40.66,1.0,yes,not_reported,30000.0,sometimes,diabetes,0.61,fail,2023.0,December,28.0,Thursday,10.308985993422082
female,17.0,11,A,28.0,66.0,77.0,82.0,17.0,yes,graduate,180000.0,sometimes,asthma,0.52,pass,2019.0,October,14.0,Monday,12.100717685412471
unknown,16.0,12,D,68.0,49.0,27.0,87.59,13.0,no,not_reported,70000.0,sometimes,asthma,0.59,pass,2023.0,April,3.0,Monday,11.156264806643742
female,17.0,11,B,55.0,42.0,18.0,72.96,30.0,no,graduate,50000.0,no,not_reported,0.76,pass,2022.0,September,6.0,Tuesday,10.819798284210286
male,16.0,11,A,94.0,88.0,57.0,92.54,18.0,yes,post_graduate,90000.0,sometimes,depression,0.31,pass,2024.0,June,5.0,Wednesday,11.407576060361786
male,17.0,11,A,16.0,66.0,75.0,73.01,3.0,yes,graduate,20000.0,sometimes,not_reported,0.56,pass,2020.0,May,17.0,Sunday,9.90353755128617
female,17.0,11,C,77.0,25.0,50.0,63.09,30.0,no,not_reported,90000.0,sometimes,not_reported,0.61,fail,2025.0,September,19.0,Friday,11.407576060361786
unknown,17.0,11,A,77.0,36.0,8.0,97.51,10.0,no,post_graduate,195000.0,sometimes,anxiety,0.34,fail,2021.0,July,5.0,Monday,12.180759965737863
female,16.0,12,D,8.0,1.0,15.0,54.4,20.0,no,not_reported,105000.0,no,not_reported,0.59,fail,2018.0,March,30.0,Friday,11.561725152903833
female,17.0,10,A,4.0,90.0,97.0,54.87,20.0,no,not_reported,180000.0,sometimes,not_reported,0.74,fail,2020.0,January,29.0,Wednesday,12.100717685412471
unknown,17.0,10,A,89.0,70.0,48.0,83.18,34.0,yes,not_reported,45000.0,sometimes,depression,0.38,pass,2021.0,October,6.0,Wednesday,10.714439990727769
male,15.0,10,B,65.0,27.0,81.0,55.12,30.0,no,not_reported,105000.0,sometimes,asthma,0.59,fail,2021.0,March,31.0,Wednesday,11.561725152903833
unknown,16.0,12,B,100.0,41.0,73.0,57.24,8.0,yes,graduate,105000.0,yes,diabetes,0.47,pass,2023.0,July,4.0,Tuesday,11.561725152903833
unknown,17.0,10,A,2.0,17.0,92.0,48.88,14.0,no,post_graduate,120000.0,sometimes,depression,0.22,fail,2018.0,May,26.0,Saturday,11.695255355062795
male,17.0,11,B,92.0,18.0,92.0,95.08,28.0,no,graduate,180000.0,sometimes,not_reported,0.31,pass,2025.0,February,9.0,Sunday,12.100717685412471
male,17.0,11,B,51.0,26.0,51.0,55.94,20.0,yes,post_graduate,145000.0,sometimes,diabetes,0.86,pass,2022.0,May,31.0,Tuesday,11.884495917930655
female,16.0,12,D,95.0,1.0,94.0,94.19,4.0,yes,post_graduate,105000.0,yes,not_reported,0.21,pass,2018.0,October,21.0,Sunday,11.561725152903833
female,17.0,10,B,95.0,1.0,73.0,97.63,35.0,yes,not_reported,25000.0,no,anxiety,0.17,fail,2021.0,December,15.0,Wednesday,10.12667110305036
female,16.0,12,A,66.0,63.0,45.0,72.72,20.0,no,not_reported,110000.0,sometimes,asthma,0.11,fail,2025.0,January,5.0,Sunday,11.608244735642321
female,15.0,12,D,48.0,12.0,29.0,57.22,33.0,yes,not_reported,100000.0,sometimes,anxiety,0.39,fail,2024.0,May,2.0,Thursday,11.51293546492023
female,17.0,11,C,34.0,51.0,7.0,47.68,20.0,yes,not_reported,65000.0,sometimes,not_reported,0.96,pass,2020.0,October,10.0,Saturday,11.082157933374816
female,17.0,11,B,2.0,18.0,37.0,65.3,20.0,no,high_school,105000.0,sometimes,asthma,0.31,pass,2021.0,June,16.0,Wednesday,11.561725152903833
male,17.0,11,B,19.0,28.0,29.0,92.35,9.0,no,post_graduate,15000.0,sometimes,depression,0.5,fail,2020.0,March,16.0,Monday,9.61587214452889
female,16.0,12,D,16.0,71.0,1.0,87.64,40.0,no,post_graduate,9999999.0,sometimes,anxiety,0.08,fail,2019.0,January,28.0,Monday,16.11809565095832
male,17.0,11,B,87.0,94.0,24.0,80.15,35.0,no,not_reported,105000.0,sometimes,depression,0.12,pass,2019.0,February,9.0,Saturday,11.561725152903833
female,16.0,12,B,40.0,84.0,20.0,54.15,27.0,yes,graduate,175000.0,sometimes,not_reported,0.65,fail,2019.0,March,7.0,Thursday,12.07254696717504
unknown,16.0,12,C,28.0,69.0,82.0,79.81,32.0,yes,high_school,45000.0,sometimes,anxiety,0.02,pass,2025.0,January,29.0,Wednesday,10.714439990727769
male,16.0,12,A,37.0,70.0,89.0,60.5,33.0,yes,not_reported,150000.0,no,anxiety,0.39,fail,2018.0,October,19.0,Friday,11.918397239722838
unknown,17.0,10,D,4.0,27.0,61.0,94.15,38.0,yes,not_reported,145000.0,sometimes,not_reported,0.3,fail,2022.0,December,15.0,Thursday,11.884495917930655
male,17.0,11,B,63.0,95.0,22.0,93.99,20.0,no,not_reported,90000.0,no,not_reported,0.16,pass,2019.0,July,2.0,Tuesday,11.407576060361786
male,16.0,12,C,2.0,38.0,40.0,69.69,20.0,yes,not_reported,175000.0,sometimes,not_reported,0.17,pass,2018.0,July,26.0,Thursday,12.07254696717504
male,16.0,12,D,10.0,98.0,56.0,59.72,8.0,yes,not_reported,25000.0,sometimes,diabetes,0.0,pass,2018.0,February,22.0,Thursday,10.12667110305036
unknown,17.0,10,C,74.0,50.0,53.0,58.77,29.0,no,not_reported,145000.0,yes,anxiety,0.98,fail,2024.0,June,18.0,Thursday,11.884495917930655
unknown,17.0,11,B,75.0,68.0,73.0,55.36,2.0,no,post_graduate,40000.0,sometimes,diabetes,0.87,pass,2019.0,April,12.0,Friday,10.596659732783579
male,16.0,12,D,54.0,88.0,84.0,87.24,12.0,yes,not_reported,85000.0,yes,depression,0.26,pass,2025.0,January,16.0,Thursday,11.350418300109132
male,17.0,10,A,10.0,75.0,66.0,41.0,20.0,no,not_reported,125000.0,sometimes,asthma,0.89,pass,2019.0,January,18.0,Friday,11.736077016252437
female,17.0,11,D,51.0,55.0,80.0,64.18,9.0,no,not_reported,40000.0,sometimes,not_reported,0.68,fail,2019.0,December,13.0,Friday,10.596659732783579
male,15.0,11,A,85.0,77.0,30.0,74.66,20.0,no,graduate,75000.0,sometimes,asthma,0.28,pass,2019.0,January,13.0,Sunday,11.225256725762893
female,16.0,10,B,8.0,87.0,11.0,84.55,20.0,yes,not_reported,90000.0,no,not_reported,0.02,pass,2024.0,April,29.0,Monday,11.407576060361786
unknown,17.0,11,C,19.0,90.0,16.0,54.4,0.0,yes,graduate,190000.0,sometimes,not_reported,0.36,pass,2019.0,July,26.0,Friday,12.154784614286667
male,18.0,12,A,80.0,2.0,14.0,83.16,20.0,yes,not_reported,125000.0,sometimes,diabetes,0.47,fail,2024.0,January,23.0,Tuesday,11.736077016252437
female,17.0,11,B,46.0,39.0,61.0,66.64,40.0,no,not_reported,85000.0,no,diabetes,0.92,fail,2023.0,October,12.0,Thursday,11.350418300109132
male,16.0,12,B,50.0,91.0,0.0,67.06,20.0,no,post_graduate,160000.0,sometimes,not_reported,0.17,pass,2024.0,June,23.0,Sunday,11.982935344196433
unknown,17.0,11,B,40.0,73.0,45.0,43.34,2.0,no,high_school,50000.0,sometimes,asthma,0.19,pass,2020.0,September,6.0,Sunday,10.819798284210286
unknown,16.0,12,A,65.0,50.0,42.0,64.22,14.0,yes,post_graduate,185000.0,sometimes,not_reported,0.74,pass,2021.0,November,12.0,Friday,12.128116509451258
female,16.0,12,B,45.0,16.0,59.0,54.46,20.0,yes,post_graduate,120000.0,yes,asthma,0.38,fail,2021.0,April,13.0,Tuesday,11.695255355062795
female,17.0,10,D,63.0,13.0,18.0,96.03,32.0,yes,not_reported,75000.0,sometimes,depression,0.65,pass,2019.0,January,30.0,Wednesday,11.225256725762893
male,17.0,11,A,13.0,84.0,7.0,41.36,18.0,no,not_reported,115000.0,sometimes,not_reported,0.53,pass,2022.0,December,29.0,Thursday,11.652696102959753
unknown,16.0,12,A,96.0,20.0,11.0,65.56,20.0,yes,post_graduate,150000.0,sometimes,anxiety,0.82,fail,2022.0,May,7.0,Saturday,11.918397239722838
male,17.0,10,B,51.0,3.0,45.0,54.27,25.0,no,high_school,20000.0,sometimes,not_reported,0.66,fail,2022.0,September,22.0,Thursday,9.90353755128617
female,17.0,11,B,83.0,92.0,89.0,48.97,26.0,no,post_graduate,165000.0,sometimes,asthma,0.99,fail,2018.0,January,28.0,Sunday,12.013706813470414
unknown,17.0,11,B,53.0,12.0,37.0,83.19,5.0,yes,graduate,55000.0,sometimes,not_reported,0.92,pass,2021.0,August,29.0,Sunday,10.915106645867503
female,16.0,12,C,50.0,50.0,100.0,59.97,21.0,no,graduate,145000.0,no,not_reported,0.23,fail,2022.0,January,2.0,Sunday,11.884495917930655
female,18.0,10,A,64.0,4.0,28.0,44.27,34.0,yes,not_reported,170000.0,no,depression,0.72,fail,2020.0,October,14.0,Wednesday,12.04355959836804
female,16.0,12,B,44.0,67.0,53.0,53.77,20.0,no,not_reported,85000.0,sometimes,asthma,0.37,pass,2022.0,October,21.0,Friday,11.350418300109132
male,17.0,11,B,4.0,33.0,39.0,64.29,10.0,yes,graduate,9999999.0,sometimes,not_reported,0.96,pass,2019.0,January,17.0,Thursday,16.11809565095832
unknown,16.0,12,C,92.0,39.0,72.0,80.61,39.0,no,not_reported,155000.0,sometimes,asthma,1.0,pass,2025.0,December,24.0,Wednesday,11.951186847493476
male,16.0,12,B,43.0,27.0,89.0,70.93,20.0,no,graduate,50000.0,yes,not_reported,0.15,pass,2023.0,May,10.0,Wednesday,10.819798284210286
female,16.0,12,B,88.0,40.0,43.0,84.79,20.0,yes,post_graduate,175000.0,sometimes,asthma,0.28,fail,2021.0,June,3.0,Thursday,12.07254696717504
male,16.0,12,B,57.0,13.0,1.0,51.71,15.0,yes,post_graduate,140000.0,yes,not_reported,0.73,fail,2022.0,July,19.0,Tuesday,11.849404844423074
unknown,16.0,12,D,18.0,78.0,61.0,59.13,17.0,no,graduate,105000.0,sometimes,not_reported,0.73,pass,2023.0,June,21.0,Wednesday,11.561725152903833
female,16.0,12,D,14.0,47.0,95.0,71.11,33.0,no,post_graduate,50000.0,no,depression,0.89,pass,2018.0,March,17.0,Saturday,10.819798284210286
male,16.0,12,D,21.0,98.0,13.0,96.47,16.0,yes,post_graduate,90000.0,sometimes,not_reported,0.6,fail,2018.0,June,12.0,Tuesday,11.407576060361786
male,16.0,12,D,50.0,3.0,26.0,91.52,20.0,no,post_graduate,30000.0,yes,depression,0.06,fail,2025.0,July,12.0,Saturday,10.308985993422082
female,17.0,11,C,68.0,93.0,26.0,96.4,26.0,yes,not_reported,80000.0,sometimes,not_reported,0.8,fail,2018.0,January,14.0,Sunday,11.289794413577894
female,16.0,12,A,9.0,55.0,50.0,91.21,25.0,no,not_reported,35000.0,sometimes,depression,0.08,fail,2021.0,December,19.0,Sunday,10.463131911491967
female,16.0,12,B,46.0,55.0,42.0,57.46,16.0,yes,not_reported,45000.0,yes,depression,0.52,fail,2021.0,January,13.0,Wednesday,10.714439990727769
male,15.0,12,D,90.0,72.0,34.0,87.54,20.0,yes,not_reported,105000.0,yes,anxiety,0.48,pass,2019.0,June,28.0,Friday,11.561725152903833
female,17.0,11,B,85.0,35.0,10.0,81.1,25.0,yes,high_school,165000.0,no,asthma,0.49,pass,2025.0,June,7.0,Saturday,12.013706813470414
male,16.0,12,A,3.0,15.0,83.0,47.23,29.0,no,not_reported,140000.0,sometimes,not_reported,0.84,pass,2020.0,July,15.0,Wednesday,11.849404844423074
unknown,16.0,11,A,40.0,89.0,69.0,81.19,29.0,yes,not_reported,180000.0,sometimes,not_reported,0.87,pass,2023.0,July,9.0,Sunday,12.100717685412471
female,16.0,12,A,45.0,15.0,17.0,64.03,22.0,no,not_reported,195000.0,yes,diabetes,0.98,fail,2024.0,June,18.0,Thursday,12.180759965737863
unknown,17.0,11,B,100.0,53.0,69.0,44.47,18.0,yes,not_reported,145000.0,yes,asthma,0.9,pass,2022.0,April,14.0,Thursday,11.884495917930655
male,17.0,11,C,61.0,1.0,69.0,41.91,26.0,no,not_reported,50000.0,yes,not_reported,0.35,pass,2019.0,October,26.0,Saturday,10.819798284210286
male,17.0,11,A,61.0,42.0,86.0,70.49,34.0,no,graduate,70000.0,sometimes,asthma,0.69,fail,2022.0,March,23.0,Wednesday,11.156264806643742
female,16.0,12,D,78.0,2.0,47.0,50.22,35.0,no,not_reported,170000.0,no,diabetes,0.4,pass,2019.0,October,6.0,Sunday,12.04355959836804
unknown,16.0,12,B,42.0,91.0,94.0,87.67,6.0,yes,post_graduate,130000.0,sometimes,not_reported,0.73,fail,2021.0,January,19.0,Tuesday,11.775297421715827
male,16.0,12,B,90.0,84.0,3.0,46.66,37.0,no,graduate,150000.0,sometimes,anxiety,0.11,fail,2024.0,June,18.0,Thursday,11.918397239722838
unknown,16.0,11,B,15.0,11.0,58.0,50.08,24.0,no,not_reported,105000.0,no,not_reported,0.63,pass,2024.0,March,2.0,Saturday,11.561725152903833
male,18.0,11,A,93.0,98.0,7.0,66.02,20.0,yes,post_graduate,70000.0,sometimes,not_reported,0.73,pass,2023.0,March,25.0,Saturday,11.156264806643742
female,18.0,12,C,56.0,73.0,70.0,97.55,28.0,no,not_reported,90000.0,sometimes,not_reported,0.38,fail,2018.0,July,27.0,Friday,11.407576060361786
unknown,17.0,11,D,23.0,76.0,18.0,52.88,27.0,no,post_graduate,110000.0,sometimes,depression,0.19,pass,2019.0,January,27.0,Sunday,11.608244735642321
unknown,17.0,11,C,31.0,8.0,48.0,62.48,29.0,no,not_reported,35000.0,yes,not_reported,0.56,pass,2022.0,July,21.0,Thursday,10.463131911491967
male,16.0,12,A,5.0,14.0,4.0,79.2,16.0,no,high_school,140000.0,yes,anxiety,0.31,pass,2020.0,December,18.0,Friday,11.849404844423074
male,17.0,11,B,0.0,32.0,50.0,84.45,9.0,no,graduate,80000.0,yes,not_reported,0.98,fail,2018.0,November,5.0,Monday,11.289794413577894
